Date,Person_ID,Age,Gender,Total_Sleep_Hours,Sleep_Quality,Exercise_Mins_Day,Caffeine_Intake,Screen_Time_Before_Bed,Work_Hours,Productivity_Score,Mood_Score,Stress_Level
2024-07-02,6212,54,Female,946,8,67,154,103,7,1,10,4
2024-05-05,4706,53,Female,765,3,11,89,82,5,5,4,9
2024-03-24,3074,22,Female,502,8,53,282,155,7,7,9,9
2024-10-16,8672,24,Male,674,2,34,105,86,7,6,7,9
2024-04-22,1250,33,Male,508,5,18,85,49,9,6,5,6
2024-03-01,4835,55,Female,722,7,74,31,144,9,6,10,8
2024-10-28,7002,20,Male,528,9,36,212,178,9,3,8,6
2024-11-18,1640,55,Other,762,1,83,157,165,4,6,10,7
2024-06-09,5277,42,Other,469,5,68,294,156,1,7,1,3
2024-03-14,1268,43,Female,855,7,66,177,10,7,10,5,6
2024-12-01,4542,47,Male,805,3,46,11,26,9,6,4,7
2024-06-04,1495,51,Female,667,1,14,286,154,7,3,1,3
2024-09-21,6307,19,Male,686,7,89,110,64,6,5,3,4
2024-02-07,2062,38,Female,579,5,34,106,31,8,5,4,4
2024-01-07,3899,24,Male,46,4,27,289,15,7,2,1,7
2024-05-11,9247,57,Female,587,2,48,47,133,8,5,1,8
2024-07-02,4428,32,Other,894,7,86,275,56,6,7,4,2
2024-06-08,3751,57,Male,549,10,64,121,42,9,1,10,6
2024-05-06,3915,44,Other,72,3,50,293,165,8,1,6,10
2024-06-30,8442,52,Female,869,10,66,113,179,6,2,3,3
2024-04-06,1774,37,Other,718,8,61,57,110,5,9,1,6
2024-09-13,3551,20,Female,928,1,55,95,145,8,6,7,9
2024-05-03,7343,28,Male,487,7,70,107,139,8,3,5,4
2024-10-01,3233,38,Other,77,6,18,164,10,4,9,3,5
2024-10-27,4934,31,Male,846,6,50,255,41,4,5,2,6
2024-07-07,7023,19,Other,867,8,19,279,8,6,5,6,9
2024-01-13,3948,31,Female,653,3,15,50,127,1,4,9,4
2024-08-13,2992,27,Other,798,6,5,90,72,8,5,2,10
2024-03-03,2902,24,Other,50,1,36,224,9,1,9,1,10
2024-04-25,8881,56,Other,564,1,2,28,171,9,2,10,5
2024-10-14,4995,38,Other,605,1,28,47,129,7,6,4,10
2024-02-08,1472,22,Other,701,5,7,246,168,7,5,8,4
2024-08-24,1067,56,Female,451,5,9,113,164,6,8,5,4
2024-09-06,5338,33,Female,829,10,65,284,39,6,7,10,9
2024-08-13,1355,20,Other,937,7,82,118,1,5,3,7,10
2024-06-05,3380,42,Female,838,9,52,187,38,8,7,9,2
2024-09-20,5158,50,Female,551,5,22,235,123,8,5,5,3
2024-06-14,8395,46,Female,696,2,28,190,105,8,6,2,7
2024-06-16,9312,23,Female,824,1,42,111,149,1,3,3,4
2024-01-19,4091,21,Male,746,4,40,197,178,6,4,7,2
2024-08-03,3939,56,Female,747,1,58,111,112,9,7,10,9
2024-12-07,5769,37,Male,883,2,45,246,173,8,10,6,1
2024-09-07,3429,57,Female,919,6,38,180,82,1,10,9,6
2024-02-10,6553,47,Male,596,8,11,256,69,5,1,4,3
2024-06-26,5076,20,Other,734,10,45,245,68,4,1,7,1
2024-04-14,3070,56,Male,828,9,14,42,87,6,2,2,10
2024-06-15,3709,34,Female,729,3,33,194,62,1,10,2,4
2024-11-02,1900,38,Other,51,9,65,121,107,7,10,5,5
2024-11-29,9429,27,Female,786,1,73,74,46,6,7,8,6
2024-09-10,7842,36,Male,57,1,24,260,156,9,3,3,1
2024-01-30,1439,19,Other,605,8,8,215,70,5,1,8,7
2024-07-28,1184,43,Other,785,1,10,146,169,9,10,4,2
2024-05-25,4093,42,Female,661,9,49,229,118,4,4,7,9
2024-07-25,5170,30,Female,863,2,9,96,99,1,1,5,7
2024-03-07,5489,44,Other,762,6,8,199,77,1,9,4,9
2024-11-26,9970,57,Other,665,3,71,180,27,5,6,5,1
2024-11-04,4111,47,Male,819,10,39,129,47,8,8,2,3
2024-02-18,3775,29,Female,941,4,59,95,155,7,10,8,8
2024-05-11,5471,56,Other,809,5,29,48,169,4,4,4,1
2024-12-24,2444,50,Male,899,2,12,165,156,5,4,8,5
2024-05-27,6596,28,Male,521,8,72,247,179,1,3,8,5
2024-10-09,2626,36,Female,572,8,60,196,76,4,4,2,5
2024-02-03,5037,43,Other,869,10,4,171,146,1,2,6,8
2024-09-10,9058,18,Other,728,7,60,191,103,6,1,8,10
2024-05-24,3210,22,Male,68,8,5,19,23,1,8,4,10
2024-06-01,4291,35,Female,64,9,75,200,136,7,9,9,7
2024-08-19,8899,19,Male,861,8,34,33,5,7,7,1,4
2024-03-01,2749,48,Other,894,5,60,231,37,4,3,3,4
2024-04-27,5910,44,Male,822,9,71,57,39,1,6,7,6
2024-04-08,8566,55,Other,51,2,64,142,137,1,5,4,9
2024-03-13,2896,36,Female,522,3,57,4,165,9,2,6,4
2024-03-08,3154,35,Male,615,10,58,84,95,1,5,10,9
2024-07-02,5924,20,Male,686,1,58,177,33,8,6,2,6
2024-12-28,3046,34,Other,863,3,80,93,21,5,5,6,7
2024-02-25,1738,59,Male,528,2,15,167,106,1,4,6,8
2024-03-21,1909,19,Other,878,8,44,217,167,7,1,1,9
2024-03-15,3908,53,Other,605,1,10,29,22,1,10,4,1
2024-07-19,2344,35,Female,946,6,32,190,104,5,9,2,5
2024-04-02,5416,46,Other,463,6,62,79,27,8,9,2,5
2024-03-17,5914,53,Female,593,3,18,163,117,9,8,4,5
2024-01-03,5100,46,Other,533,4,27,194,137,7,4,4,6
2024-11-22,2547,28,Female,815,7,14,9,178,6,7,6,2
2024-08-17,3258,42,Other,837,10,25,223,111,5,2,9,5
2024-08-25,7925,54,Female,685,6,40,152,45,1,5,10,1
2024-01-03,8576,53,Other,493,5,33,218,137,8,3,4,9
2024-09-11,1432,33,Other,526,3,21,47,113,7,3,6,9
2024-02-16,1361,20,Other,869,10,81,120,134,9,3,4,9
2024-12-10,9027,55,Other,506,6,20,122,32,1,1,6,5
2024-05-30,4744,57,Female,583,6,53,185,139,8,3,4,1
2024-04-30,7744,37,Male,561,10,26,187,161,1,4,7,7
2024-11-12,8601,58,Other,683,10,50,154,167,1,8,7,9
2024-01-18,4516,47,Male,654,9,78,280,148,6,8,7,5
2024-06-25,6158,28,Male,802,2,74,143,95,7,7,5,8
2024-11-21,2115,39,Male,688,7,7,275,58,7,9,10,3
2024-10-01,5988,19,Female,917,7,50,231,103,6,10,1,6
2024-01-20,3260,31,Other,78,3,8,105,64,6,6,7,8
2024-05-02,3836,54,Female,534,5,80,173,108,4,2,2,6
2024-04-26,4750,39,Other,873,4,36,211,5,8,5,5,3
2024-03-17,2700,51,Male,797,10,75,230,2,8,8,10,9
2024-10-16,3899,18,Male,927,6,66,231,129,9,2,9,5
2024-04-10,9720,46,Other,685,2,52,289,124,1,4,4,10
2024-02-09,9902,18,Other,623,8,20,200,92,8,6,9,4
2024-09-14,6181,38,Female,663,6,48,2,165,1,3,7,6
2024-06-01,8484,39,Other,498,2,41,233,179,1,8,10,9
2024-10-06,8748,38,Male,542,4,10,254,85,1,10,4,6
2024-05-30,6452,37,Male,527,5,13,227,69,1,2,6,2
2024-07-22,4971,23,Other,694,4,72,86,67,1,8,2,9
2024-03-11,9364,58,Other,76,1,82,108,100,1,4,10,10
2024-04-05,8296,40,Other,535,9,78,6,132,5,7,2,5
2024-01-03,6949,49,Female,898,5,3,209,44,8,5,9,3
2024-12-14,4101,37,Female,678,6,0,20,175,1,8,5,7
2024-06-16,5316,35,Male,862,10,52,44,169,5,6,3,8
2024-03-31,5888,23,Male,843,5,42,211,81,4,8,1,3
2024-07-27,5575,34,Male,924,4,8,85,52,9,5,1,1
2024-03-07,5065,34,Male,678,7,71,169,101,8,10,5,1
2024-10-10,3133,55,Other,929,8,44,204,8,5,8,8,10
2024-06-28,2154,30,Male,798,1,13,35,149,1,3,2,9
2024-12-11,9403,48,Male,648,4,37,257,53,7,1,8,6
2024-08-04,5483,51,Male,84,8,36,230,35,4,6,6,9
2024-07-09,1929,48,Female,928,2,60,237,35,6,6,7,1
2024-02-07,6572,32,Female,843,6,4,91,0,1,3,9,3
2024-04-11,6150,54,Female,946,6,56,119,95,5,3,9,10
2024-07-12,3902,42,Other,583,1,27,21,98,8,4,9,6
2024-12-26,2486,54,Female,643,3,22,147,108,7,7,1,7
2024-05-05,5562,35,Male,545,7,86,142,126,6,6,6,5
2024-03-22,6989,23,Male,847,4,18,269,64,7,9,7,7
2024-08-18,5019,33,Other,904,10,55,68,119,1,10,8,10
2024-09-28,1728,55,Female,791,9,48,199,40,8,9,10,8
2024-03-29,4808,45,Other,617,2,45,259,149,1,10,2,9
2024-04-04,4919,26,Other,601,4,75,151,90,6,6,3,4
2024-10-12,7219,58,Female,516,6,14,219,16,4,9,3,3
2024-09-05,1675,48,Other,632,4,20,282,82,5,3,1,4
2024-08-20,7550,30,Female,563,6,18,73,9,8,8,9,2
2024-10-21,5156,47,Female,552,3,40,139,147,8,4,5,8
2024-02-10,9360,59,Other,751,2,7,246,147,5,10,2,7
2024-09-01,4201,59,Other,776,7,64,181,107,9,8,3,10
2024-08-28,8393,42,Other,609,9,37,36,121,6,4,5,9
2024-06-10,9129,48,Other,577,1,65,57,28,1,3,1,5
2024-04-24,8201,31,Other,498,1,63,71,144,7,8,8,7
2024-12-09,2245,43,Female,908,5,47,282,151,4,4,5,5
2024-09-17,9494,44,Male,527,7,60,147,99,9,8,2,9
2024-10-25,1749,35,Other,811,4,37,69,115,4,1,1,2
2024-02-04,3942,44,Male,909,8,71,113,90,8,10,1,4
2024-03-08,6078,46,Female,818,10,52,87,126,5,8,4,9
2024-09-20,4836,31,Male,717,1,43,229,164,5,6,7,3
2024-09-12,8719,49,Female,61,5,88,254,76,1,8,8,9
2024-03-04,7388,44,Male,735,6,74,173,123,5,9,3,6
2024-10-27,1100,49,Other,768,7,11,291,91,9,5,3,2
2024-02-07,9957,55,Male,459,4,84,278,141,4,1,2,3
2024-10-31,7393,19,Female,608,6,88,52,18,1,1,2,3
2024-08-22,3845,31,Female,572,4,9,101,117,1,2,6,5
2024-03-19,8258,55,Male,707,1,45,173,163,9,9,6,9
2024-10-26,6115,31,Female,883,3,33,48,63,7,8,5,10
2024-11-13,2400,50,Male,935,8,36,284,136,6,8,4,4
2024-10-05,9038,25,Female,503,8,13,79,102,4,4,3,9
2024-05-03,1121,25,Male,78,5,17,28,134,1,8,6,4
2024-11-06,6960,26,Male,494,1,21,49,26,8,2,7,10
2024-07-09,3096,38,Male,658,5,54,296,5,9,5,5,7
2024-10-08,6212,39,Female,851,5,62,85,83,7,8,8,3
2024-09-05,6756,50,Male,725,8,12,14,54,1,1,4,5
2024-02-05,1197,42,Male,742,7,31,295,96,5,3,9,10
2024-08-10,1847,59,Female,807,10,47,184,8,7,8,3,2
2024-12-11,2095,20,Other,912,6,32,108,109,9,7,6,2
2024-04-22,9068,35,Female,797,9,76,276,54,9,2,3,5
2024-09-08,1915,53,Female,909,9,37,142,156,7,8,1,5
2024-11-29,7448,41,Male,481,7,9,64,132,4,4,5,3
2024-03-27,9048,45,Male,905,2,31,115,173,7,9,6,2
2024-12-19,5930,38,Female,551,1,38,189,89,1,10,6,9
2024-03-22,4594,39,Male,698,1,75,148,5,9,4,10,8
2024-08-16,3901,46,Male,696,10,48,86,83,4,9,9,9
2024-07-31,6749,59,Other,708,5,7,222,144,9,5,5,3
2024-02-13,9395,42,Male,842,8,85,129,93,7,3,4,9
2024-07-09,6380,19,Female,63,6,27,139,36,1,7,2,10
2024-11-05,5985,20,Female,769,8,27,5,60,8,3,5,2
2024-07-21,6484,33,Female,564,5,85,140,79,6,9,3,4
2024-05-22,5623,23,Male,639,4,33,12,170,4,6,7,4
2024-11-02,1770,44,Female,578,7,47,54,16,4,7,4,4
2024-09-15,1834,52,Female,896,7,11,226,62,9,2,8,6
2024-11-01,8819,39,Other,459,5,15,168,18,4,1,6,1
2024-02-04,2608,22,Male,861,8,87,96,131,5,9,10,1
2024-03-04,4440,42,Other,689,3,28,280,27,5,10,2,6
2024-12-15,6768,42,Female,649,6,9,140,41,1,9,1,7
2024-09-17,6185,44,Female,547,9,51,165,76,7,3,9,9
2024-02-04,2166,39,Male,64,9,85,168,130,7,8,1,9
2024-12-09,1775,23,Male,819,8,45,245,76,1,9,5,8
2024-10-08,5465,29,Male,842,10,34,101,175,4,3,8,9
2024-10-05,9863,40,Other,533,4,40,231,110,9,6,9,6
2024-07-31,1907,28,Other,64,2,3,97,101,8,9,6,6
2024-02-06,6561,49,Other,549,4,35,260,177,7,7,1,3
2024-11-05,8073,21,Male,635,8,73,5,75,6,2,4,3
2024-10-07,6288,39,Female,875,8,2,84,172,7,9,4,2
2024-04-06,3034,19,Male,694,4,19,46,0,6,4,1,5
2024-01-10,7320,31,Other,531,9,35,34,138,5,9,7,6
2024-07-24,7779,41,Male,748,9,85,257,23,9,3,9,10
2024-04-03,3908,24,Male,735,7,13,173,100,7,6,8,7
2024-01-17,5323,46,Other,451,4,33,56,32,9,4,1,4
2024-04-10,3404,50,Other,745,5,40,172,60,9,9,1,3
2024-09-30,9062,29,Other,731,2,75,117,97,4,6,2,3
2024-11-05,4312,39,Other,884,6,48,135,135,7,4,5,8
2024-11-29,3003,52,Male,719,5,58,158,5,5,4,4,9
2024-06-12,9831,57,Female,906,10,63,97,79,5,7,9,4
2024-03-19,8522,56,Other,498,7,67,6,96,9,2,3,5
2024-05-12,1175,40,Male,899,7,44,206,51,9,6,8,1
2024-03-17,1184,36,Female,788,5,62,6,87,6,9,8,7
2024-06-19,3487,27,Other,828,7,85,98,114,8,10,6,1
2024-09-06,8619,42,Other,708,2,81,245,136,9,9,1,7
2024-12-24,6673,51,Female,671,8,53,58,172,9,7,10,6
2024-02-26,2658,29,Female,926,6,72,249,56,7,3,4,9
2024-02-23,6919,39,Male,506,7,76,23,34,6,10,10,6
2024-10-16,2313,36,Other,859,10,74,130,127,4,2,3,2
2024-12-07,5597,46,Male,657,6,20,162,82,9,4,3,4
2024-12-17,2543,43,Other,86,9,34,146,175,4,3,2,4
2024-10-22,7950,41,Male,512,4,87,75,165,9,1,7,4
2024-03-16,1036,46,Female,764,4,15,251,78,9,2,8,5
2024-05-01,1211,45,Female,558,7,72,30,41,8,6,8,10
2024-02-12,9065,23,Male,527,9,39,98,36,9,2,6,2
2024-07-17,1993,53,Other,944,10,15,28,7,1,7,4,10
2024-04-15,2526,42,Male,685,6,0,29,13,6,2,3,6
2024-07-29,2172,37,Male,925,7,70,32,50,5,8,10,5
2024-11-30,2811,36,Other,735,7,36,273,78,1,5,6,10
2024-03-12,5616,30,Other,775,10,27,286,51,1,8,9,6
2024-09-30,3570,19,Male,734,7,5,11,161,7,5,5,8
2024-06-13,5839,50,Male,85,4,67,144,15,4,1,5,8
2024-02-06,8577,45,Other,496,3,68,129,24,7,1,5,4
2024-04-20,8515,29,Male,51,6,16,169,146,8,7,1,6
2024-09-07,8687,22,Other,623,4,4,240,18,4,10,8,9
2024-04-13,8498,35,Other,477,5,84,202,56,1,2,3,5
2024-04-01,2523,27,Female,794,1,39,192,101,4,8,8,3
2024-08-15,5456,31,Other,463,5,5,82,123,9,9,10,10
2024-09-07,5752,47,Other,594,4,49,275,120,6,9,9,3
2024-04-05,5674,57,Other,698,7,61,247,161,8,10,6,3
2024-08-02,8336,33,Other,472,5,84,272,148,9,7,2,6
2024-11-14,7783,29,Female,646,2,66,214,120,9,2,5,6
2024-05-31,4174,38,Other,591,6,79,241,87,1,9,4,1
2024-12-12,3965,28,Male,824,5,39,272,147,9,2,2,2
2024-11-18,2819,58,Male,596,3,40,144,29,5,8,7,3
2024-02-06,3490,53,Female,614,4,43,288,109,1,8,5,2
2024-01-27,3467,21,Female,766,4,87,78,177,1,10,10,8
2024-01-25,9352,20,Male,916,7,66,245,87,8,6,4,2
2024-01-07,1499,43,Female,657,6,7,169,118,5,5,10,8
2024-11-20,8035,23,Female,531,8,20,153,85,5,2,5,1
2024-06-08,6170,41,Male,831,2,13,270,60,8,5,8,10
2024-09-15,7474,44,Male,518,3,25,6,91,9,4,6,3
2024-02-05,2234,29,Male,483,4,27,207,163,1,1,5,10
2024-02-19,4673,33,Female,777,6,24,11,64,6,3,5,5
2024-07-04,9782,21,Other,456,5,23,215,146,9,9,5,1
2024-10-01,4018,40,Male,64,7,20,276,168,7,8,1,4
2024-04-01,7213,21,Male,708,2,51,98,52,1,8,10,7
2024-12-08,1961,20,Female,71,5,46,260,76,5,3,9,3
2024-08-10,7701,56,Male,865,1,64,290,162,1,8,1,4
2024-07-23,9934,21,Other,906,9,21,259,127,5,6,3,3
2024-10-15,9381,20,Male,717,4,61,294,63,7,1,9,10
2024-12-30,4332,21,Female,935,10,4,180,139,7,8,10,8
2024-10-08,5893,26,Female,762,6,20,139,35,7,3,7,2
2024-11-25,9810,18,Female,607,2,63,16,178,8,8,9,4
2024-07-08,5023,28,Male,827,10,40,248,144,6,9,4,2
2024-07-28,1332,27,Female,815,1,71,272,88,1,9,5,9
2024-11-28,5782,47,Male,572,10,75,269,105,1,1,7,9
2024-04-20,4072,43,Other,881,8,72,50,40,7,7,2,1
2024-09-14,7197,45,Female,552,8,85,273,141,4,4,5,1
2024-01-27,2209,30,Male,836,2,23,167,78,1,4,6,2
2024-10-30,8009,48,Female,779,1,20,237,86,6,10,6,3
2024-06-03,5007,24,Male,496,7,83,188,91,9,4,4,3
2024-02-02,9905,55,Male,455,9,4,178,53,1,5,8,1
2024-09-20,1225,40,Female,517,9,43,196,42,6,3,5,3
2024-12-25,4895,18,Female,648,8,45,19,165,9,2,2,4
2024-01-16,9811,18,Other,696,5,16,194,37,9,3,6,6
2024-06-29,5748,36,Other,731,4,63,185,18,9,3,10,6
2024-05-20,4813,44,Male,925,2,57,129,173,6,7,1,6
2024-03-18,6835,31,Male,848,1,15,225,81,5,3,4,7
2024-12-01,7390,54,Male,595,1,62,98,111,1,9,1,5
2024-02-08,4401,20,Female,68,7,78,0,55,5,10,5,6
2024-07-17,2760,19,Female,767,1,38,119,42,1,1,7,10
2024-04-24,8430,41,Female,696,10,15,61,64,1,4,3,8
2024-08-28,6020,58,Male,794,10,15,229,175,1,5,3,3
2024-02-10,7436,20,Female,922,9,34,7,11,9,3,4,3
2024-10-27,5332,49,Female,552,2,5,184,15,1,2,9,3
2024-02-24,6485,53,Female,829,5,66,281,166,4,6,8,4
2024-03-20,6964,59,Female,633,9,47,283,30,1,1,5,1
2024-01-12,4723,59,Male,91,4,15,98,177,1,9,8,1
2024-01-22,4412,44,Male,542,8,45,272,4,6,10,6,9
2024-04-05,1601,24,Other,623,8,87,60,172,9,6,2,5
2024-02-14,7281,47,Male,899,9,67,201,108,1,9,7,10
2024-06-18,3859,48,Female,526,7,38,66,91,8,3,3,10
2024-01-19,4985,41,Female,938,9,12,204,98,1,8,1,1
2024-03-13,5088,20,Other,84,9,65,211,26,8,3,10,2
2024-06-04,2902,36,Female,672,7,29,41,164,4,6,8,10
2024-09-13,3419,52,Male,904,9,61,152,66,9,4,2,5
2024-09-12,8122,37,Female,642,3,43,148,179,9,9,10,7
2024-09-13,2746,20,Other,509,2,87,26,28,8,9,5,4
2024-04-11,6783,57,Male,485,7,84,277,71,4,4,8,3
2024-12-30,1677,53,Female,821,3,10,252,159,1,10,6,9
2024-03-05,3863,46,Other,587,8,44,287,122,9,2,3,10
2024-08-30,6425,25,Other,528,10,77,25,165,7,7,1,10
2024-09-23,7018,40,Female,654,4,2,182,106,1,1,8,6
2024-03-09,2799,25,Other,832,3,72,71,7,4,4,7,6
2024-03-21,9964,51,Male,673,3,43,174,139,6,2,7,4
2024-05-18,9696,47,Male,919,10,55,213,41,1,6,6,6
2024-06-14,4526,53,Female,519,4,33,62,1,4,2,4,7
2024-08-01,5403,54,Female,631,2,79,77,123,9,6,7,10
2024-01-30,8014,26,Male,51,4,20,75,150,7,5,5,7
2024-03-01,4202,18,Female,594,8,77,6,134,8,9,7,9
2024-01-20,7470,31,Female,935,1,54,2,130,1,7,6,1
2024-12-21,2055,52,Female,493,9,17,2,27,8,6,6,5
2024-10-12,7703,18,Male,878,4,40,80,101,1,9,1,4
2024-03-22,9946,40,Female,835,9,19,168,74,5,9,4,1
2024-08-05,3200,31,Male,849,6,34,286,97,6,4,1,1
2024-12-06,9025,58,Male,515,3,62,211,135,6,2,4,9
2024-06-01,3646,56,Female,615,6,86,122,82,7,6,3,2
2024-06-19,6772,53,Male,82,9,81,106,10,7,1,2,2
2024-10-12,5716,55,Other,73,3,13,263,76,8,2,7,6
2024-05-31,8262,55,Male,60,1,16,228,26,6,9,9,6
2024-12-17,9907,38,Female,647,5,20,256,158,5,3,6,2
2024-01-25,6915,21,Other,888,5,19,125,168,5,9,4,9
2024-11-20,7343,34,Other,739,4,49,178,119,8,1,2,4
2024-05-02,3332,39,Other,72,6,39,260,2,4,8,5,9
2024-12-20,7583,25,Other,74,9,84,292,133,6,4,10,10
2024-02-26,5879,45,Other,538,3,7,274,35,9,5,2,7
2024-09-10,2434,56,Other,946,6,86,296,23,5,3,1,1
2024-03-30,1247,32,Female,596,5,82,1,93,7,7,1,1
2024-05-10,1297,55,Male,642,4,23,27,145,9,6,2,3
2024-07-04,6063,28,Male,685,1,8,25,5,6,1,10,1
2024-04-21,2636,35,Other,507,6,24,261,105,1,1,5,2
2024-04-05,3026,41,Male,797,3,24,104,22,1,7,1,9
2024-01-14,5253,58,Female,53,6,56,216,30,1,1,3,6
2024-06-23,5179,45,Female,922,8,14,113,4,5,5,3,3
2024-12-23,2242,34,Male,716,1,29,236,112,4,4,10,9
2024-08-21,7122,35,Male,525,10,21,23,139,1,5,4,7
2024-02-22,1791,30,Female,856,8,80,40,12,9,8,10,4
2024-07-23,4873,23,Female,811,7,5,225,52,9,5,5,7
2024-05-02,8521,38,Male,771,10,22,287,71,8,5,4,1
2024-11-08,6697,28,Female,599,10,78,35,128,5,10,9,1
2024-06-06,2598,32,Other,767,6,88,177,116,1,3,5,7
2024-08-24,7298,36,Other,46,1,33,78,178,9,5,10,9
2024-09-24,9372,36,Other,546,9,50,49,116,4,7,6,3
2024-01-06,7846,35,Other,619,6,61,179,132,4,1,9,5
2024-06-17,4876,58,Male,534,1,37,246,91,5,1,10,3
2024-09-02,2263,50,Female,558,9,10,120,135,5,1,2,1
2024-05-31,1966,55,Other,74,1,1,166,141,1,3,10,8
2024-02-13,5582,57,Male,872,5,72,185,170,9,7,6,8
2024-10-16,9720,47,Female,652,9,19,60,24,6,3,6,9
2024-11-10,4294,31,Male,547,5,10,234,39,5,6,7,6
2024-04-19,9421,21,Male,759,4,2,10,4,1,8,9,6
2024-03-22,2660,55,Female,647,9,83,17,151,5,10,1,6
2024-02-03,7051,40,Female,871,1,13,272,121,7,7,1,3
2024-03-15,9116,22,Other,722,3,79,67,90,1,10,10,2
2024-04-11,5094,43,Male,612,7,11,175,102,1,6,5,2
2024-09-11,9004,51,Other,633,3,74,130,105,9,9,10,10
2024-04-18,5925,49,Female,774,1,88,153,4,9,8,9,9
2024-09-04,3034,24,Other,60,3,63,298,43,4,7,9,3
2024-10-21,9230,19,Male,533,2,9,1,140,4,10,1,3
2024-12-29,2445,53,Female,51,7,22,271,43,6,1,3,1
2024-04-07,6720,48,Female,476,2,3,252,109,7,7,8,8
2024-04-02,1680,45,Female,555,7,17,6,154,1,5,5,2
2024-07-07,7508,27,Male,617,6,27,187,69,9,1,5,10
2024-09-14,8136,42,Female,885,9,12,70,0,6,3,8,3
2024-11-07,9594,21,Male,662,5,58,195,3,6,5,8,6
2024-08-31,7995,34,Female,893,4,81,106,8,9,3,2,1
2024-07-20,6816,54,Male,506,8,69,231,58,7,2,3,7
2024-05-31,5353,36,Male,852,5,22,172,168,1,6,6,1
2024-01-18,8934,57,Female,757,10,89,30,49,9,7,6,8
2024-11-29,4852,39,Female,868,10,75,233,118,7,4,10,5
2024-07-07,3653,55,Other,664,2,21,93,56,8,3,7,4
2024-03-18,5805,23,Male,772,8,33,179,9,4,6,4,8
2024-04-19,6838,29,Other,509,7,74,213,35,9,7,7,2
2024-09-27,5071,28,Male,854,1,36,204,134,8,10,1,6
2024-10-13,3315,18,Female,683,10,54,38,81,1,8,4,7
2024-12-26,4599,19,Male,773,3,14,67,170,8,9,1,8
2024-03-06,5790,50,Female,527,10,77,77,103,6,9,1,9
2024-12-04,8966,35,Female,624,2,6,259,172,9,3,9,2
2024-09-28,6768,36,Female,696,5,45,282,113,9,9,4,10
2024-01-28,4615,42,Male,949,5,30,8,66,8,6,10,3
2024-04-10,8177,33,Male,907,4,77,279,26,1,8,8,1
2024-10-21,7739,55,Male,682,8,52,201,28,5,5,1,5
2024-07-12,2827,57,Female,842,5,78,88,177,4,1,3,10
2024-04-06,7821,25,Other,558,1,40,135,157,4,3,3,10
2024-11-19,2537,28,Other,509,6,59,128,96,7,5,7,1
2024-04-26,1969,34,Other,788,5,52,228,92,9,1,5,10
2024-03-10,5607,42,Other,668,8,88,106,117,4,8,6,6
2024-02-18,9251,19,Male,482,2,85,163,14,9,9,2,3
2024-02-15,3665,34,Other,872,3,79,240,88,8,9,8,5
2024-09-24,8266,26,Male,70,2,82,241,11,4,10,4,4
2024-07-07,3183,33,Female,822,7,20,139,3,9,10,8,5
2024-05-16,5377,56,Other,536,2,88,221,129,6,7,10,5
2024-02-15,7114,23,Other,479,4,23,124,174,6,2,5,8
2024-04-14,5815,42,Female,684,1,84,179,162,6,1,6,10
2024-11-01,6453,57,Other,847,1,84,144,131,8,2,6,10
2024-08-08,6501,22,Male,877,6,86,32,77,1,2,7,3
2024-08-19,2289,56,Male,946,7,44,123,165,5,6,9,10
2024-05-10,7746,24,Other,696,2,10,260,70,8,8,5,9
2024-08-21,4953,51,Other,751,4,87,161,126,9,2,5,1
2024-06-15,4367,53,Other,582,10,73,293,23,9,10,3,1
2024-09-23,8089,51,Female,491,7,64,239,72,4,10,6,2
2024-11-01,7669,25,Male,547,7,77,243,152,1,4,8,3
2024-05-03,5333,39,Other,652,7,86,74,21,4,9,2,4
2024-02-13,2320,35,Female,92,8,14,232,160,5,7,10,5
2024-07-09,9330,52,Male,714,5,65,72,162,1,9,1,5
2024-05-27,8346,31,Other,588,8,52,114,77,1,10,2,4
2024-04-01,4651,24,Female,604,7,10,204,38,1,9,8,2
2024-02-28,7879,20,Male,764,2,1,275,96,6,9,4,8
2024-11-24,2817,56,Male,484,2,67,276,158,8,5,7,10
2024-05-31,2103,26,Male,93,5,68,261,47,4,8,5,3
2024-07-19,2051,57,Male,69,6,38,132,100,4,2,2,4
2024-07-17,8330,23,Female,922,9,58,116,100,7,4,6,1
2024-01-16,8665,39,Female,536,2,66,41,135,4,5,3,1
2024-07-06,8043,42,Female,644,2,75,237,25,5,5,7,4
2024-09-30,6661,34,Female,556,7,3,162,75,4,8,4,2
2024-10-18,5534,21,Male,805,1,72,235,5,8,1,7,8
2024-12-03,7195,48,Female,603,10,28,146,155,1,3,7,6
2024-04-08,2725,31,Female,633,7,8,56,168,1,1,4,4
2024-07-04,6618,33,Female,575,9,2,235,50,6,3,9,4
2024-10-27,6536,44,Female,815,10,14,98,20,1,1,7,9
2024-06-23,9904,56,Other,592,7,27,56,81,6,7,4,8
2024-10-17,1301,20,Other,481,5,48,17,21,5,8,3,10
2024-05-02,2778,52,Male,856,1,56,221,46,9,7,7,2
2024-04-29,7045,50,Male,644,2,25,17,65,4,1,8,2
2024-03-10,3983,43,Male,606,5,15,5,33,8,9,3,10
2024-07-10,8542,44,Male,831,9,28,115,142,6,10,6,2
2024-03-11,3210,50,Other,674,1,52,0,85,1,4,1,5
2024-04-12,5080,55,Male,611,8,30,6,3,8,2,8,3
2024-02-21,6713,33,Other,894,6,79,126,99,8,3,8,3
